movie_id,movie_name,year,certificate,runtime,genre,rating,description,director
tt19855532,Naufragio de un sentimiento,2022,,,"Drama, Mystery, Romance",9,Add a Plot,Santiago Foice
tt4047196,A Killer Serve,2015,,90 min,"Crime, Drama, Sport",9,"Winters finds himself stuck in a life and death struggle between an old boss he cannot refuse, and a personal belief system he would never betray. Someone is going to die.",Andrew Pilkington
tt3883550,American Bomber,2007,,85 min,Thriller,9,Scott Laveen is at a vulnerable time in his life. His wife has kicked him out leaving him for another man. Unemployed and homeless he sleeps on his friends couch. Tired of squandering years...                See full summary »,Nathan Hill
tt1600846,Pub Crawl,2012,,108 min,"Adventure, Comedy, Thriller",9,"It's a movie about a Pub Crawl in Edinburgh, Scotland. It takes place in a one day period on the day of the Grand National. Old friends relive the days and memories of their youth.",Ian Gueden
tt1235845,POV a Sub-Par Production,2008,R,78 min,"Comedy, Drama, Thriller",9,Add a Plot,Debbie Overbey
tt1006865,Die Dreaming,2003,,,Thriller,9,Add a Plot,Caio Ribeiro
tt1933671,Trial by Self,2011,,65 min,"Drama, Thriller",9,"Torn apart by seemingly trivial life events, Tony Fisher, who was once a loving father and husband is now self destructive, despondent and emotionally unavailable. His daughter Sarah avoids...                See full summary »",Brandon Allen Powell
tt13677378,Avarice,2020,,81 min,Thriller,9,A parallel narrative which revolves around how we have let money control our emotions.,Prajwal Shyale
tt1495990,The Meaning of Filo,2009,,48 min,"Drama, Mystery, Thriller",9,An alcoholic's inner fight for survival as he struggles through the late stages of addiction.,Chris Langford
tt0487382,Clásico,2005,,70 min,Thriller,9,Add a Plot,"Néstor Fonte, 
Marcelo Gil"
tt12065892,Criminal Countdown,2020,,,Thriller,9,Add a Plot,Edgar Marie
tt0075143,The Message,1976,PG,207 min,"Action, Adventure, Biography",8.9,"The story of prophet ""Muhammad"" and the delivery of the message of God ""Allah.""",Moustapha Akkad
tt11241394,Hair-Trigger,2022,,,"Crime, Horror, Thriller",8.9,A group of novice criminals find themselves laying low in the middle of nowhere. Chaos and confusion set in as they find out they may not be alone.,Steven Gerald Warkel
tt11469466,The Haunted House: The Sky Ghost vs Jormungandr,2019,,97 min,"Animation, Action, Adventure",8.9,Add a Plot,Byeon Young-Kyu
tt14465126,Wake Up,2022,R,92 min,Thriller,8.9,"Do you know what's happening in your neighborhood? Inspired by true stories, a community is shaken when children go missing, and a darkness is exposed hiding in plain sight.",Janet Craig
tt21038532,The Ring Widow,2022,,,Thriller,8.9,"Crystal and her husband Sean find out that the woman they have been renting out their Airbnb property to, is possibly a serial killer targeting married men that cheat on their wives.",Denise Mone't
tt14835058,Rupture,2021,,95 min,Thriller,8.9,A young Saudi couple visiting London for fertility treatment find themselves tormented by a mysterious concierge with a taste for sinister mind games.,Hamzah Jamjoom
tt13582682,Raado,2022,,142 min,Thriller,8.9,"Powerful people with strong political influence, leaders of the crowd, and determined law enforcement collide with one another and the universe implodes.",Krishnadev Yagnik
tt19784370,Bairan Palli,2022,,91 min,"Horror, Thriller",8.9,Telugu film directed by Venkat Kacharla.,Kacharla Venkat
tt0080856,The Kingdom of Diamonds,1980,Not Rated,118 min,"Comedy, Drama, Family",8.9,The musical duo of Goopi and Bagha make a comeback when they are invited to play for a king.,Satyajit Ray
tt14332510,Bulbule,2021,,95 min,Thriller,8.9,"Two friends, Harmeet and Irfan, from two different minority communities in India, meet after a gap of 5 years. What begins as a conversation amongst two friends catching up on old times, ...                See full summary »",Manpreet Dhami
tt0155682,Dr. Bezbarua,1969,,,Thriller,8.9,"Dr. Bezbarua is a 1969 Assamese language thriller film, the first film of this genre in the language, directed by Brajen Barua and produced by Rangghar Cine Productions.",Brojen Barua
tt12631534,Rosie: The Saffron Chapter,2022,,,"Horror, Thriller",8.9,A film based on true events in Gurugram.,Vishal Mishra
tt11448538,Olokiki Oru: The Midnight Sensation,2019,,180 min,"Action, Crime, Drama",8.9,"After the fall of the Oyo Empire and its becoming a British protectorate in 1888, two rival armed robbers strikes fear on several Yoruba towns in their fight for dominance, wealth and the heart of a fearless, beautiful Princess.","Seun Olaiya, 
Ayuba Sodunke"
tt12538910,Purgatory,2021,,,"Mystery, Thriller",8.9,"A soon to be freshman takes a tour of his college campus. After discovering the campus used to be a psychiatric hospital, he takes it upon himself to discover if a haunting myth is true or not.",Johnathan Rigas
tt15151020,One by Two,2022,,122 min,"Drama, Romance, Thriller",8.9,"The movie, which is set against the backdrop of Hyderabad slum, narrates the story of several characters that live in and around a housing colony. There's Sayanna (Sai Kumar), an aged don ...                See full summary »",Shiva Eturi
tt19638504,Dhwani,2022,,116 min,"Crime, Drama, Thriller",8.9,"The plot captivates the viewer with its special screenplay by unfolding multiple twists, keeping the audience engaged throughout the movie. The story revolves around a mysterious and brutal...                See full summary »",NagaDurgaRaoSana
tt13798790,Blu38,2021,,110 min,Thriller,8.9,"Andrea the son of Anita and Tristano killed himself on Christmas night. Tristan betrays his wife with Anna, Andrea's ex-girlfriend, who is later killed. A crescendo of tension as Anita listens to the switchboard phone .",Roger A. Fratter
tt14445892,Otru,2022,,122 min,"Drama, Thriller",8.9,"The hero, Indran (Mathivanan Sakthivel) is a writer who meets a blind girl, Pramila (Mahashri). Indran uses the issues that Pramila have as a plot for his novel. In this journey he explores some thrilling events.",Mathivanan Sakthivel
tt8286042,Botija,2018,,100 min,"Drama, Thriller",8.9,"To fund an operation of his granddaughter, a man decides to unearth a buried treasure, and is joined by two so-called journalists ready to take everything away.",Fernando Fabian
tt18344644,Nasoor,2022,,49 min,"Action, Crime, Drama",8.9,"Sherhryar Shah, a police officer, is on a mission to solve the hidden knots of the case of an impostor, who he trusted the most. A chess game of black and white where a single step is crucial because there is no road to return.",Bilal Jawed
tt21190316,A Violent Tale,2022,,95 min,"Crime, Drama, Thriller",8.9,"The lives of Hitman, two police officers, two brothers, a drug lord, a girl and a gang of three murderers are intertwined with violence and bloodshed.",Arunlal
tt6330220,Kiriti Roy,2016,,143 min,Thriller,8.9,"The story revolves around five friends--Sunil, Brajesh, Ranjan, Suhash, and Avijit--who are all attracted to their common friend Basobi, who seems to be close to Ranjan. Then, she suddenly ...                See full summary »",Aniket Chattopadhyay
tt4942088,From the Furnace,2019,,92 min,"Crime, Mystery, Thriller",8.9,"Lance Gordon is seemingly the last good cop in town. Three villains, each with their own agendas, arise and threaten to tear the city apart. One seeks to step out from under his fathers ...                See full synopsis »",Isaac Stitt
tt1814642,Bad Hero,2010,,73 min,"Comedy, Crime, Drama",8.9,Jason known as the boss of the drug dealer's playground catches a man kidnapping TV star Linda Murphy.,"Matt Zemlin, 
Falk Schultz"
tt3449560,Vanessa,2015,,82 min,"Biography, Comedy, Crime",8.9,"Former famous singer VANESSA is dreaming about a comeback. Living on a small mediterranean island we spend a heart-stopping, thrilling, weird, sad and funny night with her and some other ...                See full summary »","Marion Mitterhammer, 
Hans-Günther Bücking"
tt14484370,The Butterfly Collector: The Red Room,2021,,74 min,"Mystery, Thriller",8.9,"Sad and beautiful fate of a high school girl and a former high school teacher. Their deep affection turns into madness - A modern adaptation of a short novel ""Akuma Ningyo"" by Edogawa Ranpo.",Shoji Kubota
tt5840964,The Last Time,2016,,,"Animation, Drama, Thriller",8.9,"THE LAST TIME depicts the story of Jasmine and Justin Brimly, a modern-day power couple whose seemingly perfect life contradicts their private encounters with domestic abuse. The film ...                See full summary »",Justin Poage
tt7262360,The Innocent,2017,,97 min,"Mystery, Thriller",8.9,Michael is a man dealing with a deep seeded case of psychological trauma which is the root to his chronic insomnia. He can't rest even though he wants to more than anything else. Amid all ...                See full summary »,Subhro Das
tt5191436,Maravaan,2015,,108 min,"Crime, Drama, Family",8.9,A battle between good and evil.,Sd Puvanendran
tt6474204,Cottonwood,2018,,101 min,Thriller,8.9,A new cop fresh out of the academy gets assigned a collection of unsolved murder cases. The cop finds out the detective behind the cases was recently in a bad car accident and forgot ...                See full summary »,Ethan Clerc
tt7696222,A Working Title,2017,,115 min,"Action, Drama, Romance",8.9,"A reclusive artist finds himself in a deadly game after falling for a free-spirited young woman with a quick-tempered and dangerous boyfriend, all while under the shadow of the City of Sin.",Derek Roy
tt0381377,Lihim,1997,,,"Crime, Drama, Mystery",8.9,A group of teenagers is having a vacation in a remote coastal town in a far-away province only to be murdered one by one by a mysterious psychotic killer. They must unravel the real killer before all of them will be murdered.,Dante Pangilinan
tt5247556,Love Alive,2016,,90 min,Thriller,8.9,"Bhaarat wakes up in an empty world. Void of any companion, Bhaarat reminisces the story of his life. Living a freewheeling life with his best friend Champak, Bhaarat is the heir and ...                See full summary »",Aditya Warang
tt22689992,3,2022,,,Thriller,8.9,"Akshara loves three guys Chinthan, Harsha and Shivu but when they propose marriage, she leaves them One day, Akshara was found dead Who killed Akshara and why?",Indrajith .K.K
tt4973502,Anywhere But Here,2016,,,"Drama, Thriller",8.9,"Belle wakes up to discover her kidney has been taken and she is locked in an unknown room. Along with another captive, Keira, they reveal their pasts and try to figure out why they are there.",Larry Rosen
tt14216484,9 Hearts,2021,Not Rated,51 min,"Fantasy, Thriller",8.9,"In a nightmarish and somewhat alternate reality, a man and a woman are both trapped inside of a bizarre toxic love with one another as they fight to escape but resist the urge to leave.",Damon Penn Jr.
tt2847534,Hollywood Revelations,2013,,117 min,"Drama, Mystery, Thriller",8.9,Is there a secret society that runs Hollywood? At what cost does one make to become a major player in the Entertainment Industry? This Spine tingling thriller explores this not so talked ...                See full summary »,Jonny Espinoza
tt11331320,Run Zindagi Run,2020,,152 min,"Action, Crime, Thriller",8.9,Four couples of different region living life to fullest and suddenly some people enters in everyone's life which totally change the scenario of their life in such a way that despite from ...                See full summary »,Dinesh Parihar
tt8085964,The Whisper,2008,,89 min,"Comedy, Drama, Romance",8.9,A coming of age story that follows 16 years old Gabriel (Joar Bley) and Ella (Linnéa Hyltenfeldt). They meet at a party and form a kind of covenant. Ella wants a job at Gabriels mothers ...                See full summary »,Carl-Petter Montell
tt7460834,"With Love, Delhi!",2011,,97 min,Thriller,8.9,"A historian kidnaps a girl's father to take revenge and sends clues to Delhi's monuments where he hides him. Can her best friend, a history graduate, solve these clues and save a life?",Nikhil Singh Rajputt
tt3599080,Cogito,2014,,70 min,Thriller,8.9,David is trying to balance his life which is filled with drugs and partying when his nightmares begin to haunt him while he is awake.,Simon Flack
tt1955015,Tree Keeper,2011,,89 min,"Drama, Thriller",8.9,'TREE KEEPER' is a gripping drama about a young man's struggle to protect the woodlands he inherited from his father from being developed as a landfill site.,Patrick O'Shea
tt17505176,DushtaKoota,2022,,138 min,"Action, Crime, Thriller",8.9,Prasad - aiming to become CM one day. meets a underworld don Shatrugna and joins him. Eventually gets trapped in a murder case of a journalist. Whether he is able to get out of the Trap? Find what happens in the end.,Shadakshari Neelakantaiah
tt4514674,Behind Every Door,2015,,,Thriller,8.9,Stacy just broke up with her cheating boyfriend. Naomi is trying to cheer her up; when an intruder breaks into the apartment. The two women must hide and hope not to be found by the ...                See full summary »,Larry Rosen
tt1375666,Inception,2010,PG-13,148 min,"Action, Adventure, Sci-Fi",8.8,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",Christopher Nolan
tt6019206,Kill Bill: The Whole Bloody Affair,2006,Not Rated,247 min,"Action, Crime, Thriller",8.8,"The Bride must kill her ex-boss and lover Bill who betrayed her at her wedding rehearsal, shot her in the head and took away her unborn daughter. But first, she must make the other four members of the Deadly Viper Assassination Squad suffer.",Quentin Tarantino
tt4139928,The Legend of Maula Jatt,2022,,153 min,"Action, Drama, Fantasy",8.8,"Maula Jatt, a fierce prizefighter with a tortured past seeks vengeance against his arch nemesis Noori Natt, the most feared warrior in the land of Punjab.",Bilal Lashari
tt2077886,The Phantom of the Opera at the Royal Albert Hall,2011,Not Rated,137 min,"Drama, Music, Musical",8.8,"A disfigured musical genius, hidden away in the Paris Opera House, terrorizes the opera company for the unwitting benefit of a young protégée whom he trains and loves.","Nick Morris, 
Laurence Connor"
tt24516518,Vaalvi,2023,,106 min,"Comedy, Drama, Thriller",8.8,"Aniket and Avani, a couple, decide to end their lives together. A foolproof plan is made, but by Aniket and his girlfriend Devika. So, is a suicide being executed or a murder being planned?",Paresh Mokashi
tt0214915,Manichithrathazhu,1993,Not Rated,169 min,"Comedy, Horror, Mystery",8.8,"When a forbidden room in an old bungalow is unbolted, the spirit of a vengeful dancer is unleashed.",Fazil
tt8816082,Outrage,2021,,,"Action, Crime, Thriller",8.8,A man finds his daughter kidnapped by a gang of bikers and sets out to find her.,Sandeep J.L.
tt19161980,God Bless You,2022,,120 min,"Comedy, Thriller",8.8,The plot revolves around what happens to Clara and Sam four hours a day. Sam's friend Vaishakh offers his owner the opportunity to work as a carrier for the smuggling gang. For the first ...                See full summary »,Vijeesh Vasudev
tt13010364,Kabus,2022,,72 min,"Drama, Mystery, Thriller",8.8,"Kabus is a psychological thriller set mainly in the present time of the ""new normal"". The film follows the lives of two characters up until a murder of which they are being interrogated for...                See full summary »",Feisal Azizuddin
tt14490398,The Cost,2022,,108 min,"Drama, Thriller",8.8,"Intent on dispensing their own brutal form of justice, two ordinary men abduct a felon who committed a horrific crime many years before.",Matthew Holmes
tt4338246,Desperate Waters,2019,,,"Crime, Mystery, Thriller",8.8,"A newly widowed man embarks on a sailing trip from LA to Hawaii and employs an eager young couple to crew his luxurious boat. Shortly after setting sail, the chemistry of the crew begins to shift, as does their original motivations.","Jeffry Druce, 
Yan van der Hoek Gomez"
tt18265146,Victoria : Ek Rahasya,2023,,109 min,"Horror, Thriller",8.8,A couple arrives at Hotel Victoria and are greeted by the creepy owner who is the only occupant of the sprawling property. The hotel seems to house a sinister presence that harasses the couple till the secrets of the hotel are unearthed.,"Jeet Ashok, 
Virajas Kulkarni"
tt21116530,Terrace 13B Case,2022,,,"Crime, Drama, Horror",8.8,"On 25th April, 2011 a horrific and tragic incident occurred which remained unsolved. Till the date no explanation or evidence found to be satisfying to suggest what exactly happened on that day. This film is a record of those events.","Prem, 
Prem"
tt13247118,Missing: Search vs Revenge,2021,,133 min,"Mystery, Thriller",8.8,Gowtham (Harsha Narra) and Sruthi (Nikkesha) are a newly married couple. One night they meet with an accident and Sruthi is missing ever since. Gowtham's search for Sruthi with the help of his friends and Meena (Misha Narang) is the story.,Srini Josyula
tt2330098,Upendra,1999,,138 min,"Drama, Thriller",8.8,"This is a psychological thriller movie about a man who calls himself as ""Naanu"" (Me). It explores the human needs and greeds in the form of a metaphorical comparison to the three female characters in the movie.",Upendra
tt2450056,"Charlie, Trevor and a Girl Savannah",2015,,93 min,"Crime, Romance, Thriller",8.8,Charlie Trevor and a girl Savannah is a thought provoking action/thriller about reality verses the dream state. Trevor has been having nightmares about his girlfriend Savannah. He begins to...                See full summary »,Ty Hodges
tt21477440,Gumnaam Ek Thriller Night,2021,,,"Horror, Thriller",8.8,It's a story of ketan and Anu who go to a haunted jungle with their friends and lost in it. They meet Mahesh in the jungle who came to search for his brother and all started searching for ...                See full summary »,Ketan Pendse
tt10378660,The Dark Knight: The Ballad of the N Word,2018,,129 min,"Action, Comedy, Crime",8.8,The Dark Knight with a twist. It's based on The Joker memes from the internet.,Liam Bilsky
tt2379402,Swansong,2015,Not Rated,74 min,"Comedy, Drama, Thriller",8.8,"He was once a pop star with adoring fans, now even his wife's left him for another woman. So he's kidnapped them both and is driving out of London with a tub full of poison and what he ...                See full summary »",Douglas Ray
tt12804904,Self Isolated,2021,,83 min,"Drama, Horror, Mystery",8.8,"After awakening from a coma, a woman searches for clues into her missing husband's disappearance.",Chad Ridgely
tt0795362,Cowboy Smoke,2008,,,"Action, Adventure, Crime",8.8,Joe's a suburban convenience store clerk with big dreams of becoming a cowboy so he packs his boots and relocates to South Texas to learn from the real deal. His idea of the mythic cowboy is quickly shattered however when he finds himself holed up in a town that survives on a human smuggling trade.,Will James Moore
tt23785710,Ovalley,2022,,120 min,Thriller,8.8,Ilavarasi is a treasured daughter of her doting father who has lost his wife to a wild elephant attack. Her life revolves around her father and her ambitions is to serve her village as an ...                See full summary »,Sulfi
tt1285211,Annabel Lee,2009,,114 min,Thriller,8.8,"""It was many and many a year ago, In a kingdom by the sea, That a maiden there lived whom you may know By the name of Annabel Lee; And this maiden she lived with no other thought, than to ...                See full summary »",Michael Rissi
tt1188751,Sympathetic Details,2008,,57 min,Thriller,8.8,Add a Plot,Benjamin Busch
tt10474432,Ratchasaan,2018,,,"Crime, Thriller",8.8,A police officer is looking for a serial killer to find the surprise,
tt18358198,Blank,2022,,120 min,Thriller,8.8,Blank is a journey between dream and reality. Friends who get addicted to a lucid dreaming drug end up in a situation where they can not differentiate between dream and reality.,S. Jay
tt0322269,El festin de la loba,1972,,87 min,"Drama, Thriller",8.8,Add a Plot,Francisco del Villar
tt4076950,Eve's Demons,2015,,,"Horror, Thriller",8.8,Something strange is going on in the suburbs of Lattermill. Is Eve McCallister being stalked by a loner called Charlie Rosewood or is there a more reasonable explanation? Who's living in ...                See full summary »,Paul Trigwell
tt2245025,Nomer 1000,2012,,48 min,"Action, Drama, History",8.8,A powerless man attempting suicide is being attacked by ruthless 1400 years old ancient warrior.,Ludmil Lazarov
tt3151724,Kingdom Come,2013,,75 min,"Drama, Thriller",8.8,The sky has turned black and the world beneath it cold and unforgiving. Kingdom Come is the story of a man who in the search for survival instead re-discovers his humanity.,Jason Hess
tt13723200,Consequence Karma,2021,,92 min,"Drama, Thriller",8.8,"KUSUM, a true believer of God who wishes to reconcile with her husband, is determined to conduct the Pooja (prayer service ritual) on the occasion of Ram-Navami on 2nd April 2020. Things ...                See full summary »",Shadab Ahmad
tt16901072,Bhala Chora Bhala,2022,,88 min,"Adventure, Drama, Thriller",8.8,Raj and his friends who get entangled in a mess involving criminal activities. How Raj and his friends manage to get away from the mess that they have created?,A. Pradeep
tt14586282,Cherubhead,2021,,,Thriller,8.8,"Marie Annette, a virtuous socialite invites orphan Ellie to a holiday home in the hopes of adopting her. However, when Sophie Piero - a working fighter - comes to stay at the home on account of a family research program, things head south.",Sarah Legg
tt2739854,Between You and Me,2015,,117 min,"Drama, Romance, Thriller",8.8,Two characters of repelling personal life choices find a bind that should never have been created.,Tomasz Drezek
tt4992238,Innocent Prayer,2016,,83 min,"Crime, Drama, Horror",8.8,A little girl who is tortured by her parents follow the footstep of a serilal killer to run away from her reality.,Tôru Kamei
tt2673726,An Inappropriate Affect,2015,,84 min,"Comedy, Horror, Mystery",8.8,"The new patient at Elm County Hospital is something of a celebrity. He wants out, but his mental health, or lack thereof - is an investment.",Russ Martin
tt6175402,Feedback,2017,,108 min,"Comedy, Drama, Thriller",8.8,"The jaded and cynical Professor Martins enjoys torturing his Writing Class until he meets his match in Harold, an unexpectedly outspoken student. The cruel teacher goes over the edge when his students start to fight him back.",Derek Owen
tt1280012,Relapse,2008,,,Thriller,8.8,"Attempting to shed their troubled past and a husbands addiction to crystal meth a couple move to a rundown coffee plantation in Kona, Hawaii. They soon come to realize the house has a ...                See full summary »",Guillermo F. Navarro
tt11779840,Adrushyam Odia Thriller,2020,,,Thriller,8.8,"Adrushyam is an odia-language thriller film directed by Rajendra Mohanta. It is produced by Samaresh Routray, Sambeet Acharya and Durga Kinkar Dash under the banners S3 Movies, DKF and Labanya Pictures.",Rajendra Mohanta
tt2934122,Washed,2014,,85 min,"Drama, Mystery, Thriller",8.8,"After years of searching for his missing girlfriend, Eric meets a mysterious girl who claims to have the answers to her disappearance.",David Hefner
tt3556240,Akalpith,2014,,137 min,Thriller,8.8,"A jury is called to record the statement of a suspected psycho killer, but his statements takes jury members on a ride of possibilities. More they dwell into the mind of this psychotic person, more they see a perspective of a twisted mind.",Prasad Acharekar
tt0467403,Hill 16,2005,,125 min,"Comedy, Thriller",8.8,"Set in suburban Dublin, Hill 16 tells the story of Dublin teenager Niall, who is living under a strict curfew from his parents, due to summer of gang warfare. Niall withdraws, but his love ...                See full summary »",Dermot Doyle
tt15716842,Man Maiden Mercenary,2021,,80 min,"Drama, Mystery, Thriller",8.8,"Amidst a life filled with problems, noise and complaints, an introverted artist finds a muse in his chance encounter with a mysterious woman. His life starts to unravel, however, when the woman moves into his neighboring apartment.",Konarak Mukherjee
tt2452452,The Lawful Truth,2014,,100 min,"Crime, Drama, Thriller",8.8,"As each suspect twists the truth in his or her favor, a frustrated investigator attempts to figure out what ultimately led to the death of a young law student.",Mollie Fitzgerald
tt1662493,Broken Idyll,2010,,87 min,Thriller,8.8,"Successful television chef Joanna travels to her finance Alex's home town in Austria, where he has inherited his father's isolated manor home. Soon after they arrive, Joanna comes across ...                See full summary »",Victoria Raiser
tt13358240,Los Networkers Multinivel,2020,,92 min,"Drama, Thriller",8.8,Experience the process of a newbie in network marketing. From hearing about this exciting industry for the first time to reaching 6 figures and facing the challenges that MLM success brings...                See full summary »,Leticia Pineda
tt8394576,The Zero Line,2017,,,Thriller,8.8,The Zero Line is a film starring Samiksha Bhatt and Manjot Singh. The film is based on Indo-Pak relationships. It depicts cricket as a mediator to bridge difference between the two nations.,"Karan Ashar, 
Siddharth Bhardwaj, 
Samiksha Bhatt, 
Mohan Das"
tt8208268,Aduthathu,2011,,,Thriller,8.8,10 people are tricked and kidnapped. They are in a deserted island while some members start to die mysteriously. Truth unravels as they progress through their countable days.,Thakkali Srinivasan
tt10990768,Babubhai Sentimental,2019,,132 min,"Action, Drama, Thriller",8.8,Add a Plot,Milan Sharma
tt16687482,Aparajita,2021,,,"Action, Thriller",8.8,"Aparajita is a Bengali film which is releasing on YouTube on 2022, starring Ayan Nayak, Tanjin Tisha and Tawsif Mahbub in the lead role.","Ayan, 
Tawsif Mahbub, 
Tanjin Tisha"
tt19175658,Kurt Laughs,2022,,46 min,"Comedy, Drama, Thriller",8.8,"After being humiliated on the internet, a famous prankster embarks on a dangerous path to redeem his reputation while secrets about his friends and family are unveiled to him.",Nicolas James
tt8614664,Pawns' Volition,2021,,,"Action, Drama, Thriller",8.8,"After a botched robbery, four brothers find themselves in a standoff within the home of two estranged lovers. A barrage of events caused by an unseen force that predetermines their outcomes, leaves both families fighting for their lives.",Aaron Bratcher
tt4141414,Dicta Shot,2015,,96 min,"Drama, Mystery, Thriller",8.8,"In an asylum designed for political opponents to the ruling system, residents are subjected to oppressive practices. The repression is practiced by all the staff, and led by Hazem the ...                See full summary »",Mokhtar Ladjimi
tt3278864,Til Min Mor,2013,,73 min,"Action, Drama, Thriller",8.8,A deaf girl loses her mother and decides to try and find her on her own.,Ioannis Konstantinidis
tt2396759,Villainy for the Lonely,2012,,106 min,"Crime, Drama, Thriller",8.8,"A love triangle between a madman, a serial killer, and a ghost intertwines with the lives of a corrupt cop in search of more power and a hard-boiled vigilante on a self-destructive path of revenge.",Christopher Kelley
tt1072751,Lapsus,2007,,70 min,Thriller,8.8,Add a Plot,Gabriel Alfonzo
tt10955362,Parisukat,2019,,104 min,Thriller,8.8,"Parisukat is a timely film that exhibits abuse, stereotyping and cyber-crimes. It forces us to look at our culture and how current technology is abused for selfish and cruel reasons. It ...                See full summary »",Carlo Alvarez
tt6886258,Silk Trees,2017,,98 min,Thriller,8.8,"After the death of his wife, successful children's author, Jude Meyers, becomes a reclusive insomniac. Hoping for peace, he agrees to go on an experimental medication, but quickly discovers...                See full summary »",Jedidiah Burdick
tt3129450,Walking Shadows,2002,,,"Drama, Horror, Thriller",8.8,"As a college sophomore's academic life devolves into substance abuse and depression, he fears that his friends are being stalked by a killer whose existence he can't discern from hallucinations.",Jack Bennett
tt2717494,Villa Greta,2012,,92 min,"Drama, Mystery, Thriller",8.8,"After not seeing each other for eight years, a group of childhood friends come together for a reunion. Interested in each others stories and how the interactions will be, they decide to ...                See full summary »",Paul Bezuijen
tt5307338,Guy in the blue,2015,,86 min,"Mystery, Romance, Thriller",8.8,"A lonely girl finds the muse of her life and while exploring the road of love, she discovers the biggest truth of her as a loner.",Akhilesh Verma
tt1961429,Mystery Babylon,2011,,55 min,Thriller,8.8,"It is the End of Times. A mysterious signal draws survivors to a so-called safe haven. A scientist is trying by any means possible to rid the Earth of the plague that has descended. The question is, has she gone too far?",Alex Hughes
tt1688444,Edonism,2010,,65 min,"Fantasy, Mystery, Thriller",8.8,"James Hallway came to Tokyo looking for the dream and a life with his beautiful wife, Sophie. Instead he found a life of toil, torment and alcoholism. Unable to face his descent into self ...                See full summary »",Alessandro Fantini
tt4876928,What Jack Built,2015,,,"Action, Drama, Mystery",8.8,What is that thing Jack is building in his cellar? How could such a device be used? Perhaps it has something to do with that creature out in the woods...,Matthew Mahler
tt25872924,Waktu Maghrib,2023,,104 min,"Horror, Thriller",8.7,In a village there is a girl who says goodbye to the mosque to pray maghrib to her father.,Sidharta Tata
tt7793080,Under the Influence,2023,,,Thriller,8.7,A young couple's life is thrown into a dangerous tailspin after the wife has a n affair while in rehab.,Courtney Miller
tt14290314,Simon Daniel,2022,,122 min,"Adventure, Drama, Mystery",8.7,"When Simon Daniel, a wandering Archaeologist, learns that his friend, Santhosh, has disappeared while looking for a lost treasure in an mysterious estate, embarks on a journey to find him and complete the mission.",Sajan Antony
tt26081688,La Sudestada,2023,,87 min,"Drama, Thriller",8.7,"Jorge Villafañez is a rotund, veteran private detective living alone in a high-rise apartment in Buenos Aires. Discreet and meticulous, he has a knack of making people open up in ...                See full summary »","Daniel Casabe, 
Edgardo Dieleke"
tt0291855,Devasuram,1993,Not Rated,187 min,"Action, Drama, Thriller",8.7,"Neelakandan squanders away the inheritance left by his father. However, his life turns upside down when his mother reveals a terrible secret on her deathbed that changes the course of his life.",I.V. Sasi
tt19885072,The Mannequin Man,2022,,96 min,Thriller,8.7,"When a fellow student casts a dark spell using black magic, he unleashes something evil that goes on to terrorize the city's residents.",Kyle Godfrey
tt13757636,Alanngut Killinganni,2022,,,"Horror, Thriller",8.7,Add a Plot,Malik Kleist
tt16159038,The Invite,2022,,,Thriller,8.7,Selena trains the weak and vulnerable to defend themselves from the predators that lurk in the shadows. She never imagined that she would have to become one of those very same predators in ...                See full summary »,Sean Gilliam
tt10681878,"Wife, i",2019,,125 min,"Comedy, Romance, Thriller",8.7,I lost my wife. Who is responsible?,Gssp Kalyan
tt1360153,Gandhada Gudi,1973,,140 min,"Action, Drama, Thriller",8.7,A forest officer is sent to a place to stop sandalwood smuggling.,Vijay
tt11159908,Junoon,2021,,95 min,"Adventure, Horror, Thriller",8.7,"A wannabe vlogger travels from Saudi Arabia with his wife and best friend all the way to Southern California, wishing for some great paranormal footage. When their wish comes true, will they know when to turn the cameras off and flee?","Maan B., 
Yaser B."
tt14631142,Raktbeej,2022,,121 min,"Drama, Mystery, Thriller",8.7,"On a stormy night, Aadhya shodhan a famous indian author gets trapped in a cafe with some suspicious people. Each of them have different motives to kill. Will she survive the night or will she be found guilty?",Hardik Pareekh
tt15169774,Doctor Bakshi,2023,,108 min,"Crime, Mystery, Thriller",8.7,"When a novelist gets trapped in a murder mystery, Doctor Bakshi uses his medical methods to uncover hidden secrets from the past.",Saptaswa Basu
tt3997026,Boundary,2022,,70 min,"Crime, Drama, Thriller",8.7,A reluctant assassin must protect his pregnant wife after he becomes entangled in a rogue customs agent's drug ring.,Anthony Faust
tt22528322,Bypass Road,2022,,,Thriller,8.7,Newlyweds Prashanth and Priya are traveling to the place called Nandigrama where an unexpected turn towards a bypass road leads them on a dangerous journey. Will they survive?,S.B.Srinivas
tt2210955,The Colour of Spring,2020,,94 min,"Romance, Thriller",8.7,"Sarah and Sam seem like the perfect couple, but when Sarah gets her big stage break as an actress, Sam questions whether he's good enough for her. But then everything they thought they knew about their lives is a part of a deadly game.",Paul Andrew Kimball
tt4228378,Shhh!,1993,Not Rated,135 min,"Horror, Mystery, Thriller",8.7,"A film crew arrives at a village and is soon haunted by supernatural beings, during their shoot of a horror movie.",Upendra
