movie_id,movie_name,year,runtime,genre,rating,description,director
tt2408922,Amerikan Violence,2014,93 min,"Crime, Drama, Horror",7.7,"A rebellious youth blaming society for wrongful incarceration reunites with friends to terrorize the good citizens of Detroit by abducting random victims then forcing them to perform in their twisted online show, Amerikan Violence.",Michael Horgan
tt13334970,Ghost Story - An Abstract Film,2020,,Horror,7.7,A Writer - A Haunted Bungalow - A Murder - Some Dark Secrets - Ghosts and A Story with a Twist.,Zubair Khan
tt1565785,Hotel Darklight,2009,90 min,Horror,7.7,10 horror tales about the dark goings-on in Hotel Darklight. This full-length horror feature is comprised of 10 segments from ten different writer/director teams. It was shot over six days in one location with no budget.,"Alan Brennan, 
Ciarán Foy, 
Conor McMahon, 
Brian O'Toole, 
Ewan Petit, 
James Phelan, 
Kian Pitit, 
Dolores Rice, 
Paul Walker, 
Ian Whelan"
tt1275692,Kuheli,1971,129 min,Horror,7.7,"A Middle Aged Woman named Sheba comes to an Obscure town named Nijhumgarh to be the Governess of a Renowned Household called ""Raykuthi"". But little did she know about the Bungalow and the ...                See full summary »",Tarun Majumdar
tt6001946,Avasaraniko Abaddam,2016,,"Horror, Thriller",7.7,"This movie is based on the the theme Whatever you believe is true, who told you that it is true. Whatever you believe is a lie, who told you that it is a lie. It is a unique screenplay ...                See full summary »",K.V. Suresh
tt2392504,Trey,2013,91 min,"Action, Horror, Thriller",7.7,"Everyone has demons in their closet but when Trey meets the wrong love of his life, those demons become reality. And for those closes to Trey, his reality is deadly.",Antonio James
tt7282292,As Núpcias de Drácula,2018,65 min,"Fantasy, Horror, Romance",7.7,"Experimental take on Bram Stoker's Dracula, set against a warm South American landscape, wherein the vampire Count preys on a number of young lovers, men and women alike.",Matheus Marchetti
tt2235513,Fear Eats the Seoul,2011,99 min,"Drama, Horror, Thriller",7.7,"When South Korea is ravaged by a massive demon epidemic that nearly wipes out its entire population, four foreigners are forced to stick together to survive the fallout. After they ...                See full summary »",Nick Neon
tt2316389,Ai no ejiki: Onna kyôshi Haruka no kokuhaku,2010,71 min,Horror,7.7,Add a Plot,Katsuhiko Tsutsui
tt8976498,Jenma Natchathiram,1991,117 min,"Drama, Horror",7.7,Add a Plot,Thakkali Srinivasan
tt8938526,American Antichrist,2018,50 min,Horror,7.7,"American Antichrist is an experimental Satanic/drug arthouse film by Denver auteur filmmaker Dakota Ray. American Antichrist takes the viewer on a bizarre, nihilistic, drug fueled trip through Hell.",Dakota Ray
tt1468883,When the Devil Comes,2017,,Horror,7.7,Add a Plot,Ken Kushner
tt2246533,2 Nights in Soul Valley,2012,80 min,"Adventure, Horror, Mystery",7.7,"A group of friends decide to go on a trek unaware of the deadly realities of the valley they chose to set their foot on. Harry, the protagonist is surrounded by an unknown aura but the ...                See full summary »",Harish Sharma
tt1763241,Lesser Miracles,2013,83 min,"Drama, Horror, Thriller",7.7,"How do you know if you are insane? Riley Carpenter, her devoted husband, Morgan, and their beautiful baby daughter, Vivian, live in a small rural town in Northern California. After Riley ...                See full summary »",Rory Walsh
tt6103980,House on Ghost Hill Road,2016,90 min,Horror,7.7,Jason Fury and his team of Paranormal Investigators go to the House on Ghost Hill Road in search of adventure and answers to his own tragic past.,Ted Nappi
tt1696494,Caprice,2010,50 min,Horror,7.7,"Clark and Kevin are a pair of average guys, each with a wife, a house, and a good job. Clark has a young son, Kevin has a big car. None of these things makes them happy. They do share a ...                See full summary »",Jack Bennett
tt2375253,Living in Sin,2012,57 min,"Crime, Drama, Horror",7.7,A killer lurks in the darkness behind the shadows of a college campus. Can the lead detective catch them before they kill again or will this Jack the Ripper get away with murder?,Marc Allen
tt0479011,The Dead Inside,2005,81 min,Horror,7.7,"In 1948, two detectives who specialize in the paranormal assemble a team of investigators to look into the unexplained occurrences at a large Victoria, British Columbia home built 60 years ...                See full summary »",Brian Clement
tt5978540,The Burrial,2015,48 min,"Drama, Horror, Thriller",7.7,"The fears from 3 cousins become real, when his parents travel to assist the burial from his grandmother, leaving them alone in the house. The walls, his parents, even theyselfs have dark secrets that will be released from the dark.",Nicolás de Jesús
tt0805515,Dillenger's Diablos,2006,82 min,"Comedy, Horror",7.7,"Three strangers are on route to what they hope to be the most fulfilling experience of their young careers. Through a website, they were selected to become the stars of reclusive cult ...                See full summary »",Michael Pereira
tt14433628,Krishna Talkies,2021,146 min,Horror,7.7,A group of friends go to a village for festivities and later hear stories of some deaths in the area. They soon realize one of them is missing. Will they find her before she is killed?,Vijayanandha
tt1051701,The Beginning,2007,,Horror,7.7,"During a roadtrip, four friends discover that the earth has been taken over by a supernatural evil. With death all around them, they discover that dying is only the beginning.",Jonothan Schaferkotter
tt0299878,Fimfárum Jana Wericha,2002,100 min,"Animation, Comedy, Fantasy",7.7,A farmer who takes to drink and meets the devil; a young boy who has to spend the night in a haunted pub; a man who grows horns overnight; a man who bets and argues with his wife; and a ...                See full summary »,"Aurel Klimt, 
Vlasta Pospísilová"
tt2242332,Occhi,2010,72 min,Horror,7.7,Add a Plot,Lorenzo Bianchini
tt2091964,Sketchy House,2011,71 min,"Horror, Thriller",7.7,"After discovering some terrifying eight-millimeter footage from the late 1970s, and finding out the locations it was recorded at, three student filmmakers hit the roads of Southeastern ...                See full summary »","Wes Hudson, 
Shawn Gaddy"
tt2304823,Misfit Heights,2012,98 min,"Comedy, Horror, Musical",7.7,A Zombie Puppet Musical! Misfit heights is a film about an apartment building populated by puppets who have to struggle for survival when a mad scientist's plan to rule the world with an ...                See full summary »,James Burzelic
tt3965812,Shortcuts to Hell: Volume II,2014,90 min,Horror,7.7,"An anthology of the 23 best short films created for the Shortcuts To Hell UK talent search competition with FrightFest, the Horror Channel and Wildseed Studios, by some of the UK's hottest rising stars.","Michael Down, 
Tom Loughlin, 
Simon Matthews, 
Oliver Nice, 
Danielle Parton, 
Maxim Sorokopud, 
Joe Stas, 
Lloyd Stas, 
Simon Stolland, 
Mike Tack, 
Paul Weems, 
Anna Cardus, 
Katie Bonham, 
Steven Bray, 
Stanislava Buevich, 
James Card, 
David James Holloway, 
Jules Rampton, 
Stewart Sparke"
tt0965435,Out of State,2006,76 min,"Horror, Sci-Fi",7.7,Out of State is a psychological thriller about three people seeking to find the happiness of their past. Raymond is convinced he's from another dimension and must consume fresh human flesh ...                See full summary »,Blaise Kolodychuk
tt2187199,Willful Blindness,2012,91 min,"Fantasy, Horror, Thriller",7.7,WILLFUL BLINDNESS is a pastiche of vignette constructions pulled from the psychic shores of the subconscious.Time is irrelevant for director and artist James Higginson as he rakes the ...                See full synopsis »,James Higginson
tt3602334,Scherzi: il film,2014,96 min,"Horror, Mystery, Thriller",7.7,"In quella che appare come una delle più tranquille notti di Halloween, un terribile incidente automobilistico cancella per sempre l'intero cast del cortometraggio thriller ""SCHERZI"" e getta...                See full synopsis »","Alessandro Damiani, 
Marco Lamanna"
tt2749034,In a Goodly Way,2013,52 min,"Horror, Thriller, Western",7.7,A 'Murder Ballad' inspired tale of Simon Carmichael's criminal activities and flight from the law. A pair of ruthless lawmen follow in pursuit as the desperate creature flees across the ...                See full summary »,Matt Hewitt
tt2283089,Zombie Killer,2011,81 min,Horror,7.7,"A psychological horror thriller which follows the path of a notorious serial killer. Targeting corporate America, under the guise of a medical genocide, the Zombie Killer justifies his ...                See full summary »",Kevin Slowick
tt1330603,Actual Images: The Valley Murder Tapes,2008,85 min,Horror,7.7,"A group of filmmakers in the San Fernando Valley is stalked by a killer obsessed with one of them---Nyla Blake, a media-violence expert.",Blaze Lovejoy
tt1615084,The City,2009,72 min,"Comedy, Drama, Horror",7.7,Scott Valdez is a struggling writer who finds his inspiration in the form of a psychopathic killer named T.K.,James Vogel
tt2982262,Opening Night,2014,,Horror,7.7,A theatre company prepares to perform a cursed play on the anniversary of a local massacre.,Dakota
tt1337118,Not Haunted,2009,50 min,"Action, Horror, Thriller",7.7,"A haunting tale of high school paranormal students, who set out to investigate the residence of a double homicide that had been committed... and something more?",James Deuling
tt1475205,Bite Me: The Movie,2011,91 min,"Action, Comedy, Horror",7.7,What happens when the coolest sales rep of 1988s' geeky best friend gets turned into a vampire?,Kris Smith
tt4162292,Psikhoz,2009,86 min,Horror,7.7,Three people from a big city arrive in a godforsaken village to an old deserted house which belonged to the grandmother of one of them. According to a testament this house should belong to ...                See full summary »,Kirill Khrestinin
tt5540086,College Town Massacre,2016,92 min,"Horror, Mystery, Thriller",7.7,"In the year of 1995 Danni James a mother of two, Delvin and Mariah witnesses a traumatizing murder occurrence involving her husband Terrance as the victim. While time passes from that day ...                See full summary »",Darwin Henderson Jr.
tt19732254,The forest is dreadful,2022,51 min,Horror,7.7,"An excursion turns bloody when the students cannot longer find their way out of the forest, not even with the elephant tusks they've come for. They die mysteriously.",Val Sunny Olisemeka
tt1056080,Internal Behaviors,2007,114 min,"Comedy, Horror, Sci-Fi",7.7,A story about a young man named Johnny learning to be more aggressive and meeting the wrong family,Mark Schaefer
tt4178508,The House of Domovoy,2014,47 min,Horror,7.7,A writer messes up his mind while writing a book about a Russian creature (Domovoy). He sees pictures of an old house that once belonged to Ivan the Terrible's warlock. His curiosity drug ...                See full summary »,Kirill Khrestinin
tt0951361,Spooked,2005,90 min,Horror,7.7,"A teenager wakes in the middle of the night when he hears a noise in his house. Upon exploration, he finds nothing. He returns to bed, where he is spooked by a vision of his doppelganger. The mood intensifies as he confronts the spectre.",Christopher Jarvis
tt4524960,Julebukk,2015,72 min,"Comedy, Drama, Horror",7.7,"Six people celebrate Christmas together close to the Swedish-Norwegian border. In no way will the old myth of the Yule Goat, a creature who knocks on doors around Yule, come to life and present a problem.","Torstein Jacobsen, 
Øystein Runde"
tt4627432,Or So the Story Goes: Happy Thoughts,2015,70 min,"Drama, Horror, Sci-Fi",7.7,The Darling family has a problem- the ghost of a maniacal and charming teenage boy becomes obsessed with the oldest daughter Wendy- this brings a band of ghost hunters to the Darling's door...                See full summary »,Theresa Labreglio
tt5311238,October,2015,60 min,Horror,7.7,Add a Plot,Stephen Ang
tt0144084,American Psycho,2000,102 min,"Crime, Drama, Horror",7.6,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",Mary Harron
tt5700672,Train to Busan,2016,118 min,"Action, Horror, Thriller",7.6,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",Sang-ho Yeon
tt7668870,Searching,2018,102 min,"Drama, Horror, Mystery",7.6,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",Aneesh Chaganty
tt1156398,Zombieland,2009,88 min,"Action, Comedy, Horror",7.6,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.",Ruben Fleischer
tt0387564,Saw,2004,103 min,"Horror, Mystery, Thriller",7.6,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",James Wan
tt1189073,The Skin I Live In,2011,120 min,"Drama, Horror, Mystery",7.6,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",Pedro Almodóvar
tt3416742,What We Do in the Shadows,2014,86 min,"Comedy, Horror",7.6,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.","Jemaine Clement, 
Taika Waititi"
tt0091064,The Fly,1986,96 min,"Drama, Horror, Sci-Fi",7.6,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,David Cronenberg
tt0230600,The Others,2001,104 min,"Horror, Mystery, Thriller",7.6,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,Alejandro Amenábar
tt0056869,The Birds,1963,119 min,"Drama, Horror, Mystery",7.6,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,Alfred Hitchcock
tt0053459,Eyes Without a Face,1960,90 min,"Drama, Horror",7.6,A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.,Georges Franju
tt0059646,Repulsion,1965,105 min,"Drama, Horror, Thriller",7.6,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,Roman Polanski
tt21815772,Spoonful of Sugar,2022,94 min,Horror,7.6,"Millicent is taking a semester off from her studies to concentrate on her thesis about children with severe allergies, which makes her the perfect person to take care of little Johnny, a ...                See full summary »",Mercedes Bryce Morgan
tt0024184,The Invisible Man,1933,71 min,"Horror, Sci-Fi",7.6,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",James Whale
tt7914416,One Cut of the Dead,2017,96 min,"Comedy, Drama, Horror",7.6,"Things go badly for a hack director and film crew shooting a low budget zombie movie in an abandoned WWII Japanese facility, when they are attacked by real zombies.",Shin'ichirô Ueda
tt5334704,Twin Peaks: The Missing Pieces,2014,91 min,"Drama, Horror, Mystery",7.6,Twin Peaks before Twin Peaks (1990) and at the same time not always and entirely in the same place as Twin Peaks: Fire Walk with Me (1992). A feature film which presents deleted scenes from Twin Peaks: Fire Walk with Me (1992) assembled together for the first time in an untold portion of the story's prequel.,David Lynch
tt0054167,Peeping Tom,1960,101 min,"Drama, Horror, Thriller",7.6,"A young man murders women, using a movie camera to film their dying expressions of terror.",Michael Powell
tt0022835,Dr. Jekyll and Mr. Hyde,1931,98 min,"Horror, Sci-Fi",7.6,Dr. Jekyll faces horrible consequences when he lets his dark side run wild with a potion that transforms him into the animalistic Mr. Hyde.,Rouben Mamoulian
tt0216651,Vampire Hunter D: Bloodlust,2000,103 min,"Animation, Action, Drama",7.6,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.","Jack Fletcher, 
Yoshiaki Kawajiri"
tt0050539,The Incredible Shrinking Man,1957,81 min,"Horror, Sci-Fi",7.6,"When Scott Carey begins to shrink because of exposure to a combination of radiation and insecticide, medical science is powerless to help him.",Jack Arnold
tt3055010,The Locksmith,2019,90 min,Horror,7.6,An aging Police Chief and a New York City detective hunt down a serial Killer in the deep South.,Ryan Miningham
tt0037635,Dead of Night,1945,77 min,"Drama, Horror",7.6,"The guests invited to weekend in the country share their supernatural stories, beginning with Walter Craig, who senses impending doom as his half-remembered recurring dream turns into reality.","Alberto Cavalcanti, 
Charles Crichton, 
Basil Dearden, 
Robert Hamer"
tt12944082,Intezaar: Koi Aane Ko Hai,2021,,Horror,7.6,"Neil and Alya are a happy couple who have a firm belief that marriages are made in heaven, however, soon they see a new side to their relationship when their life shifts onto a rocky road. ...                See full summary »",Man Singh
tt0012494,Der müde Tod,1921,114 min,"Drama, Fantasy, Horror",7.6,"When a woman's fiancé disappears, Death gives her three chances to save him from his fate.",Fritz Lang
tt3646944,Attack on Titan: Crimson Bow and Arrow,2014,119 min,"Animation, Action, Adventure",7.6,"In a dystopian world, a young man vows to eliminate the giant humanoid creatures that threatens the remnants of humanity.",Tetsurô Araki
tt11859058,Walking Against the Rain,2022,94 min,"Drama, Fantasy, Horror",7.6,"WALKING AGAINST THE RAIN tells the story of two strangers, Blair and Tommy who are navigating their way across a barren landscape in a desperate attempt to find each other. With their only ...                See full summary »",Scott Lyus
tt7797658,Awe!,2018,150 min,"Drama, Fantasy, Horror",7.6,Unusual (multiple) people tend to meet at a Restaurant and their life-changing moments take place in order to know about a single person.,Prasanth Varma
tt15767652,Don't Talk to Strangers,2021,,"Horror, Mystery, Thriller",7.6,"This elevated horror tale follows the emotionally unstable Emmy, who is led to Ireland where a Stranger guides her investigation of a family curse and its sinister origins.","Anthony Baldino, 
Ryan Lacen"
tt21257792,Church of Darkness,2022,86 min,"Drama, Family, Horror",7.6,"David, a Bible-toting teenage outcast, new to Mission Point, FL discovers a mysterious underground society that is secretly led by the mayor of this small town. Learning of their plans for ...                See full summary »",Mike L. Germaine
tt5501124,Lapachhapi,2017,120 min,"Drama, Horror, Mystery",7.6,A new-born Indian baby... An age-old horror practice and the fact how evil are certain human practices,Vishal Furia
tt22192366,Algo que pasó en año nuevo,2022,90 min,"Comedy, Horror, Mystery",7.6,Add a Plot,Jorge Pinarello
tt15979392,La forma del bosque,2021,87 min,"Horror, Mystery",7.6,"Andrés and Silvia, brother and sister who live with their grandfather in a house in the middle of the forest, unleash the wrath of a dark entity that will chase them relentlessly until it ...                See full summary »",Gonzalo Mellid
tt21257868,Satan Lives: The Rise of the Illuminati Hotties,2022,62 min,Horror,7.6,"In the summer of 1992, two documentary filmmakers set out to interview the leader of the Satanic church, Richard Lemeau. In their research, they interviewed several members of the satanic ...                See full summary »",Sean Donohue
tt0075811,The Sorcerer's Apprentice,1978,73 min,"Animation, Family, Fantasy",7.6,"A young boy becomes an apprentice for a mysterious sorcerer, working at the sorcerer's strange and sinister mill where secretive black magic is being taught and performed at a very heavy price.",Karel Zeman
tt10003994,Seeds,2020,90 min,Horror,7.6,A grieving mother holds onto her Catholic faith as her husband leaves to study and learn the secrets of an old New England cult. Secrets that the Catholic Church wants for their own use. Meanwhile the cult has deadly plans of their own.,Skip Shea
tt0019456,The Terror,1928,85 min,"Horror, Mystery, Thriller",7.6,Guests at an old English manor house are stalked by a mysterious killer known only as 'The Terror.',Roy Del Ruth
tt12757894,Caillou Gets Grounded: The Movie,2017,93 min,"Animation, Action, Crime",7.6,"After years of groundings and punishments, Boris sends his son Caillou to Daycare in hopes to worsen his life. But when Caillou starts to feel more and more happiness, he takes matters into...                See full summary »",Isaac Anderson
tt12280872,Second Show,2020,,"Horror, Thriller",7.6,Add a Plot,A.T. Gnanam
tt0280599,Devadoothan,2000,158 min,"Musical, Drama, Horror",7.6,"Vishal Krishnamoorthy, a renowned music composer and singer, reminisces about his initial struggles and an unknown spirit that inspires him to compose songs.",Sibi Malayil
tt9799088,The Girl on the Train,2018,,"Horror, Mystery, Thriller",7.6,Add a Plot,Anthony Banks
tt5234428,Ajin Part 1: Shoudou,2015,106 min,"Animation, Adventure, Horror",7.6,"For high schooler Kei - and for at least forty-six others - immortality comes as the nastiest surprise ever. Sadly for Kei, such a feat doesn't make him a superhero. In the eyes of both the...                See full summary »",Hiroaki Andô
tt0261375,Up Syndrome,2000,82 min,"Horror, War",7.6,"University of Texas student Duane Graves chronicles his charismatic childhood chum Rene Moreno, a San Antonio native with Down Syndrome, in this playful, stirring, remarkably unique portrait documentary.",Duane Graves
tt0332364,Sa piling ng aswang,1999,111 min,Horror,7.6,The death of a loved one leads a young woman on a quest for a deeper understanding of the supernatural.,"Peque Gallaga, 
Lore Reyes"
tt14017130,National Theatre Live: Antigone,2012,92 min,"Drama, Horror, War",7.6,"The new King Creon is desperate to gain control over a city ravaged by civil war and refuses to bury the body of Antigone's rebellious brother. Outraged, she defies him.",Polly Findlay
tt18258742,King of Terrors,2022,115 min,Horror,7.6,A young filmmaker and her friends venture into a remote area haunted by past murders and hate crimes. While exploring they find evidence of a recent dark ritual and soon realize that evil ...                See full summary »,Ryan Callaway
tt15307448,L'orafo,2022,89 min,"Horror, Thriller",7.6,A trio of desperate criminals break into the isolated country house of an elderly goldsmith and his wife. But their chosen targets turn out to be far less defenseless than they seem.,Vincenzo Ricchiuto
tt4178166,Dark Hearts,2014,180 min,"Horror, Thriller",7.6,"After going missing a month earlier, Melissa Strogue returns home.",Neal Edelstein
tt2097254,Di ingon 'nato,2011,101 min,Horror,7.6,"Life in a remote village in the Visayas turns upside down when villagers are stricken by an unknown disease. As the village chief and doctor try to control the situation, they discover that the dead are rising from their graves.","Brandon Relucio, 
Ivan Zaldarriaga"
tt3995026,Ulterior Motives: Reality TV Massacre,2016,81 min,"Drama, Horror, Mystery",7.6,"Drama is in fluid supply at the TV renuion of the reality tv show Ulterior Motives, but so is murder.",Paul D. Hannah
tt3007308,Evil Women Movies,2013,,"Drama, Fantasy, Horror",7.6,Various stories about female vampires and other supernatural events.,David Lussier
tt0336053,Bisikan Nafsu,1996,51 min,"Horror, Romance",7.6,Add a Plot,Steady Rimba
tt4171892,Endor,2016,,"Adventure, Horror",7.6,She asked the God she didn't believe in to save her. He answered.,"Aaron Gum, 
Faustus McGreeves"
tt10122486,I Need You Dead!,2020,107 min,"Comedy, Horror",7.6,"After a moment of total teenage angst, a young punk finds himself at odds with a psychedelic monster of his own creation.",Rocko Zevenbergen
tt0466111,Rosa mistica,1987,116 min,"Comedy, Drama, Fantasy",7.6,A magical rose helps an ugly duckling live up her romantic fantasies a Filipino fantasy/horror anthology of 3 episodes.,Emmanuel H. Borlaza
tt8108180,Kamen Rider Amazons: The Last Judgement,2018,101 min,"Action, Fantasy, Horror",7.6,"A mysterious care facility owned by the Amazon extermination organization is pursuing Haruka Misuzawa. All come together in a tale of symbiosis and competition, and an end to the troubles and conflicts of the Riders.",Hidenori Ishida
tt10250790,Konpaku,2019,109 min,"Horror, Romance",7.6,"Inspired by actual events, KONPAKU tells the story of forbidden love between a Malay-Muslim man and a sensual Japanese succubus.",Remi M. Sali
tt7661922,Trip Ubusan: The Lolas vs Zombies,2017,108 min,"Comedy, Horror",7.6,"Lola Nidora, Lola Tinidora, and Lola Tidora of Kalyeserye, with their little niece Charmaine, attempt to survive a zombie outbreak.",Mark A. Reyes
tt8774768,Nandanavanam 120 kms,2006,128 min,"Drama, Horror, Mystery",7.6,Thief Amar(Ajay Varma) makes a deal with Banerjee(Kota Srinivasa Rao) who also happens to be a thief but in a different league to impersonate a look-alike of Amar who is heir to a huge ...                See full summary »,Neelakanta
tt12687742,The N.E.W. AGEncy,2022,,Horror,7.6,Add a Plot,Roland Brown
tt23861264,Prince of the Crimson Void,2022,58 min,Horror,7.6,"Prince of the Crimson Void the ninth film by Denver auteur filmmaker Dakota Ray-is a gothic, Absinthe and drug induced cinematic voyage into evil and decay.",Dakota Ray
tt0291972,Halimaw,1986,,"Comedy, Fantasy, Action",7.6,A drama director tries his hand at the horror-suspense genre with this twin-story omnibus film; the other film is Christopher De Leon's debut film.,"Christopher De Leon, 
Mario O'Hara"
tt19785520,Uncle Sleazo's Toxic and Terrifying T.V. Hour,2022,88 min,Horror,7.6,"From Lucky Cerruti comes an evening of truly frightening tales of terror with your favorite horror host, Uncle Sleazo. From blood-soaked creature features, to atmospheric frights and everything in between.",Lucky Cerruti
tt4602654,Unmatta,2019,106 min,"Action, Horror, Sci-Fi",7.6,"Aditi is a student of literature, suffering from Post-Traumatic Stress Disorder after being raped as a child and suffers from frequent sleep paralysis. Siddhartha is an inquisitive science ...                See full summary »",Mahesh Rajmane
tt18336342,Hell Hound,2022,53 min,"Adventure, Horror, Mystery",7.6,Rudra describes the mysterious death of his father in the jungle beside Arjunpur. He wants Sumedh to investigate. Rudra expresses his strong concern that he will also become a victim of the hound's curse. Sumedh decides to investigate.,Shuvadip Ganguli
tt0359604,Lilet,1971,93 min,"Horror, Thriller",7.6,An unstable young woman finally blows the cover of her repressive family's dark secrets when her memories where unlocked with the help of an ardent suitor.,Gerardo de Leon
tt18548602,Fingerlakes Grindhouse Presents Till Death Do Us Part,2021,98 min,"Comedy, Horror, Romance",7.6,The love between a middle aged dancer and a recovering alcoholic is tested when they become trapped in a seedy gentlemen's club and must battle the undead for survival. A Love Story Guaranteed Not to Suck.,Anthony Clark Pierce
tt14297960,Vergo,2021,114 min,"Drama, Horror, Mystery",7.6,"Five friends go onto a streamyards live stream panel like they usually do, however, there were meant to be Six of them, turns out one of them is dead and the killer is on the panel. Then things start to get terrifying.","Jackson Bigley, 
Dennis Edwards, 
Mika Mason"
tt1433078,Amy's Night Out,2007,675 min,Horror,7.6,Amy is a single mom who suddenly finds herself lost while try to escape a nightmare that ends up being a frightening reality.,Jeffrey Leon
tt6513408,Rise of the Legend,2017,,Horror,7.6,Add a Plot,Tim Becker
tt13635908,Deyyamtho Sahajeevanam,2022,120 min,"Horror, Thriller",7.6,"Its a revenge drama of a girl Naina, on social media. And victims who try to take them on, get killed without a trace or a clue for police to find out.",Natti Kumar
tt4027402,Slash 3,2015,124 min,"Drama, Horror, Thriller",7.6,"5 months after Jack Anderson and Jonathan Franco were attacked by Cody and Amanda, Jack and his thought to be dead girlfriend move to Massachusetts to start a new life in a new school. Soon after their arrival, things begin to happen in a much to familiar way. A new ghostface killer has risen. This time...it's personal.",Jack Stanis
tt1899305,Whispers of the Forest,2014,100 min,"Fantasy, Horror, Romance",7.6,"Two sisters of Mapuche descent, are hired as guides for a northamerican geologist, who works for an enterprise which want to build a dam, through an unexplored wood in Chile's south. Legend...                See full summary »",Jorge Olguín
tt1753834,Forever Yours,2011,80 min,Horror,7.6,Two intertwining stories of a group of people dealing with their loved ones being attacked by zombies.,Larry Rosen
tt7042154,Transformed,2017,180 min,"Drama, Horror, Sci-Fi",7.6,When an alien pod lands in Hong Kong the transformations begin. The population quickly finds themselves dealing with a worldwide reboot of the human species.,"Gary Brightman, 
Craig McCourry"
tt1738381,Who Else to Blame?,2011,97 min,"Crime, Horror, Thriller",7.6,What will happen when the killer decides to take on a new victim?,Deuandra T. Brown
tt10231812,Khel Kood Aur Bhoot,2022,120 min,"Adventure, Comedy, Drama",7.6,This is a story inspired by true events of six friends who embark on a documentary-film-making adventure to figure out whether ghosts exists or not. Their interviews with the common people ...                See full summary »,Adnan Malik
tt8708174,Abortifacient,2020,84 min,"Drama, Fantasy, Horror",7.6,"A genre-bending 'operatic cinema' featuring 18 classical music pieces, this psychological horror feature tells the story of a young couple that has issues when confronted with an unexpected...                See full summary »",Fatima Hye
tt2400068,Son of Ghostman,2013,94 min,"Comedy, Horror, Romance",7.6,"A recently dumped and unemployed man in his 30s decides to moonlight as the 'son' of his childhood hero, a bygone local celebrity Horror Host named Ghostman. When his videos go viral, he ...                See full summary »",Kurt Larson
tt9684758,The Dark Hare,2018,82 min,Horror,7.6,Jack The Rabbit must save a broken soul in order to escape the clutches of purgatory.,Stephen Ang
tt2574088,Run,2012,85 min,Horror,7.6,Add a Plot,Kexin Lu
tt3159258,White Zombie,2014,120 min,Horror,7.6,A wealthy plantation owner enlists the help of a voodoo witch doctor to win the heart (and soul) of a beautiful young woman.,Arthur Leo Collins
tt15858100,Fragments of A Ghoulish Mind,2022,91 min,Horror,7.6,"After being fired at his job following a violent outburst, Henry Bittle (James Letteri) decides to take revenge on his verbally abusive boss (Lynna Premo) with an attack at her home. As a ...                See full summary »",Jeff Hayes
tt2317032,Damned on Earth,2014,,"Comedy, Fantasy, Horror",7.6,"The ordinary Hell official Amon is assigned with a strange task by Luzifer: Together with the chaotic, sex-crazed Samsaveel, he is in charge of stopping Belial, Prince of Hell, who's gone ...                See full summary »",Ralf Kemper
tt1931580,The Pattern,2012,90 min,Horror,7.6,A small secret society led by a famous book author underwent a series of test of human behavior delivering unto them the result that everybody wants and nobody expects.,Julius Roden
tt1242649,Kasambahay,2008,,Horror,7.6,"Cathee has declined her longtime boyfriend's marriage proposal and the chance to migrate to Canada. Instead, she chose to stay in the Philippines to help other English tutors get high ...                See full summary »",Julius Roden
tt1814877,The Anguish,2010,,Horror,7.6,Add a Plot,Jordi Mesa Gonzalez
tt2445374,Young Blood: Evil Intentions,2012,100 min,"Action, Drama, Fantasy",7.6,"Anavey, along with her naive sister Anastasia, form a cult of blood thirsty youths to put all the controlling adults who treat children unfairly in their place.","Mat Smith, 
Myron Smith"
tt7411974,Orchard Beach,2019,,"Comedy, Horror",7.6,Tony and his ragtag group of flunkies traverse the Bronx in a race against time to stop the Zombie pandemic that is toppling neighborhoods and threatening to destroy humanity itself.,Mike Benz
